CD_OSCAR,STATION_NAME,CD_STATION,TP_STATION,START_DATE_OPERATION,END_DATE_OPERATION,LONGITUDE,LATITUDE,HEIGHT,CD_SITUATION,CD_WSI,IS_CAPITAL,CD_DISTRICT,INSTITUTE,STATE
0-2000-0-83942,CAXIAS DO SUL,83942,Traditional,1912-04-11 23:59:56+00:00,,-51.18638888,-29.1961111,750.16,Operative,0-76-0-4305108000W83942,False, 08,INMET,RS
0-2000-0-82596,CEARA MIRIM,82596,Traditional,1967-06-01 00:00:00+00:00,,-35.42583332,-5.65333333,62.2,Operative,0-76-0-2402600000W82596,False, 03,INMET,RN
0-2000-0-82382,CHAPADINHA,82382,Traditional,1976-08-28 00:00:00+00:00,,-43.35222222,-3.74277777,104.0,Operative,0-76-0-2103208000W82382,False, 02,INMET,MA
0-2000-0-83192,CIPO,83192,Traditional,1935-01-01 00:00:00+00:00,,-38.52416666,-11.10138888,143.53,Operative,0-76-0-2907905000W83192,False, 04,INMET,BA
0-2000-0-82326,CODAJAS,82326,Traditional,1974-08-19 00:00:00+00:00,,-62.05527777,-3.8411111,30.31,Operative,0-76-0-1301308000W82326,False, 01,INMET,AM
0-2000-0-82676,COLINAS,82676,Traditional,1976-05-19 00:00:00+00:00,,-44.23333333,-6.03305554,175.56,Operative,0-76-0-2103505000W82676,False, 02,INMET,MA
0-2000-0-82861,CONCEICAO DO ARAGUAIA,82861,Traditional,1920-03-19 00:00:00+00:00,,-49.26388888,-8.25916666,179.02,Operative,0-76-0-1502707000W82861,False, 02,INMET,PA
0-2000-0-83718,CORDEIRO,83718,Traditional,1971-07-16 00:00:00+00:00,,-42.36444444,-22.02222221,505.9,Operative,0-76-0-3301504000W83718,False, 06,INMET,RJ
0-2000-0-83286,CORRENTINA,83286,Traditional,1975-08-11 00:00:00+00:00,,-44.61749999,-13.33249999,551.69,Operative,0-76-0-2909307000W83286,False, 04,INMET,BA
0-2000-0-83912,CRUZ ALTA,83912,Traditional,1912-02-01 23:59:56+00:00,,-53.61388888,-28.6261111,475.52,Operative,0-76-0-4306106000W83912,False, 08,INMET,RS
0-2000-0-83222,CRUZ DAS ALMAS,83222,Traditional,1958-01-01 00:00:00+00:00,,-39.08972221,-12.67527777,219.69,Operative,0-76-0-2909802000W83222,False, 04,INMET,BA
0-2000-0-83361,CUIABA,83361,Traditional,1910-12-31 23:59:56+00:00,,-56.10888888,-15.61999999,157.7,Operative,0-76-0-5103403000W83361,True, 09,INMET,MT
0-2000-0-83309,DIAMANTINO,83309,Traditional,1932-01-01 00:00:00+00:00,,-56.44694444,-14.40611111,274.02,Operative,0-76-0-5103502000W83309,False, 09,INMET,MT
0-2000-0-82678,FLORIANO,82678,Traditional,1968-01-21 00:00:00+00:00,,-43.00333333,-6.76166666,126.6,Operative,0-76-0-2203909000W82678,False, 03,INMET,PI
0-2000-0-82212,FONTE BOA,82212,Traditional,1925-01-01 00:00:00+00:00,,-66.10083333,-2.51583333,59.34,Operative,0-76-0-1301605000W82212,False, 01,INMET,AM
0-2000-0-83379,FORMOSA,83379,Traditional,1925-01-01 00:00:00+00:00,,-47.33888888,-15.54916666,938.68,Operative,0-76-0-5208004000W83379,False, 10,INMET,GO
0-2000-0-83334,FORMOSO,83334,Traditional,1976-04-03 00:00:00+00:00,,-46.235795,-14.949727,854.6,Operative,0-76-0-3126208000W83334,False, 05,INMET,MG
0-2000-0-82397,FORTALEZA,82397,Traditional,1919-10-27 00:00:00+00:00,,-38.53777777,-3.81527777,29.89,Operative,0-76-0-2304400000W82397,True, 03,INMET,CE
0-2000-0-83630,FRANCA,83630,Traditional,1910-12-31 23:59:56+00:00,,-47.38249999,-20.58444444,1003.55,Operative,0-76-0-3516200000W83630,False, 07,INMET,SP
0-2000-0-83423,GOIANIA,83423,Traditional,1937-07-11 00:00:00+00:00,,-49.26388888,-16.67305554,748.53,Operative,0-76-0-5208707000W83423,True, 10,INMET,GO
0-2000-0-83446,GUARATINGA,83446,Traditional,1973-09-10 00:00:00+00:00,,-39.783182,-16.58081,197.88,Operative,0-76-0-2911808000W83446,False, 04,INMET,BA
0-2000-0-82564,IMPERATRIZ,82564,Traditional,1912-12-31 23:59:56+00:00,,-47.47888888,-5.53638888,126.33,Operative,0-76-0-2105302000W82564,False, 02,INMET,MA
0-2000-0-83522,IPAMERI,83522,Traditional,1977-02-10 00:00:00+00:00,,-48.17194443,-17.72444443,778.14,Operative,0-76-0-5210109000W83522,False, 10,INMET,GO
0-2000-0-83836,IRATI,83836,Traditional,1966-09-24 00:00:00+00:00,,-50.63749999,-25.50277777,881.69,Operative,0-76-0-4110706000W83836,False, 08,INMET,PR
0-2000-0-82336,ITACOATIARA,82336,Traditional,1927-01-01 00:00:00+00:00,,-58.44277777,-3.13694444,19.16,Operative,0-76-0-1301902000W82336,False, 01,INMET,AM
0-2000-0-82445,ITAITUBA,82445,Traditional,1928-01-01 00:00:00+00:00,,-55.99305555,-4.27694443,24.5,Operative,0-76-0-1503606000W82445,False, 02,INMET,PA
0-2000-0-83488,ITAMARANDIBA,83488,Traditional,1925-03-27 00:00:00+00:00,,-42.85277777,-17.85972222,919.37,Operative,0-76-0-3132503000W83488,False, 05,INMET,MG
0-2000-0-83695,ITAPERUNA,83695,Traditional,1922-01-01 00:00:00+00:00,,-41.90555555,-21.20444444,123.6,Operative,0-76-0-3302205000W83695,False, 06,INMET,RJ
0-2000-0-83386,JANUARIA,83386,Traditional,1912-06-18 23:59:56+00:00,,-44.36638888,-15.44805555,480.0,Operative,0-76-0-3135209000W83386,False, 05,INMET,MG
0-2000-0-83464,JATAI,83464,Traditional,1978-11-24 00:00:00+00:00,,-51.71749999,-17.9236111,669.84,Operative,0-76-0-5211909000W83464,False, 10,INMET,GO
0-2000-0-82798,JOAO PESSOA,82798,Traditional,1911-12-31 23:59:56+00:00,,-34.8486111,-7.09527777,9.67,Operative,0-76-0-2507507000W82798,True, 03,INMET,PB
0-2000-0-83692,JUIZ DE FORA,83692,Traditional,1909-12-31 23:59:56+00:00,,-43.36444444,-21.76999999,936.9,Operative,0-76-0-3136702000W83692,False, 05,INMET,MG
0-2000-0-83452,JURAMENTO,83452,Traditional,1986-11-14 00:00:00+00:00,,-43.667085,-16.775057,655.59,Operative,0-76-0-3136801000W83452,False, 05,INMET,MG
0-2000-0-82723,LABREA,82723,Traditional,1972-11-30 00:00:00+00:00,,-64.78999999,-7.26138888,62.23,Operative,0-76-0-1302405000W82723,False, 01,INMET,AM
0-2000-0-83916,LAGOA VERMELHA,83916,Traditional,1914-06-01 00:00:00+00:00,,-51.51277777,-28.22249999,833.73,Operative,0-76-0-4311304000W83916,False, 08,INMET,RS
0-2000-0-83687,LAVRAS,83687,Traditional,1911-02-17 23:59:56+00:00,,-44.97972221,-21.2261111,916.19,Operative,0-76-0-3138203000W83687,False, 05,INMET,MG
0-2000-0-83242,LENCOIS,83242,Traditional,1931-09-01 00:00:00+00:00,,-41.38888888,-12.55777777,438.09,Operative,0-76-0-2919306000W83242,False, 04,INMET,BA
0-2000-0-83766,LONDRINA,83766,Traditional,1953-12-11 00:00:00+00:00,,-51.14166666,-23.32555554,566.0,Operative,0-76-0-4113700000W83766,False, 08,INMET,PR
0-2000-0-82296,LUZILANDIA(LAG.DO PIAUI),82296,Traditional,1972-05-18 00:00:00+00:00,,-42.26805554,-3.46972221,44.13,Operative,0-76-0-2205805000W82296,False, 03,INMET,PI
0-2000-0-82098,MACAPA,82098,Traditional,1925-01-01 00:00:00+00:00,,-51.11,-0.04499999,12.8,Operative,0-76-0-1600303000W82098,True, 02,INMET,AP
0-2000-0-82331,MANAUS,82331,Traditional,1909-12-31 23:59:56+00:00,,-60.01638888,-3.10333333,61.25,Operative,0-76-0-1302603000W82331,True, 01,INMET,AM
0-2000-0-82562,MARABA,82562,Traditional,1952-01-01 00:00:00+00:00,,-49.12527777,-5.36611111,101.66,Operative,0-76-0-1504208000W82562,False, 02,INMET,PA
0-2000-0-83767,MARINGA,83767,Traditional,1953-12-01 00:00:00+00:00,,-51.91666666,-23.4,542.0,Operative,0-76-0-4115200000W83767,False, 08,INMET,PR
0-2000-0-82181,MONTE ALEGRE,82181,Traditional,1974-03-09 00:00:00+00:00,,-54.07638888,-2.0,100.52,Operative,0-76-0-1504802000W82181,False, 02,INMET,PA
0-2000-0-82792,MONTEIRO,82792,Traditional,1940-01-14 00:00:00+00:00,,-37.12472221,-7.89444444,606.41,Operative,0-76-0-2509701000W82792,False, 03,INMET,PB
0-2000-0-83437,MONTES CLAROS,83437,Traditional,1911-12-31 23:59:56+00:00,,-43.84388888,-16.68638888,645.87,Operative,0-76-0-3143302000W83437,False, 05,INMET,MG
0-2000-0-82588,MORADA NOVA,82588,Traditional,1962-10-01 00:00:00+00:00,,-38.35666666,-5.13666666,43.62,Operative,0-76-0-2308708000W82588,False, 03,INMET,CE
0-2000-0-83184,MORRO DO CHAPEU,83184,Traditional,1913-01-12 23:59:56+00:00,,-41.15111111,-11.54749999,1001.66,Operative,0-76-0-2921708000W83184,False, 04,INMET,BA
0-2000-0-83013,MUNIZ FREIRE,83013,Traditional,1976-11-01 00:00:00+00:00,,-41.41194444,-20.46583333,530.0,Operative,0-76-0-3203700000W83013,False, 06,INMET,ES
0-2000-0-82598,NATAL,82598,Traditional,1910-12-31 23:59:56+00:00,,-35.20777777,-5.83722221,47.68,Operative,0-76-0-2408102000W82598,True, 03,INMET,RN
0-2000-0-83319,NOVA XAV.(XAVANTINA),83319,Traditional,1987-08-05 00:00:00+00:00,,-52.350226,-14.697917,305.33,Operative,0-76-0-5106257000W83319,False, 09,INMET,MT
0-2000-0-82753,OURICURI,82753,Traditional,1975-09-16 00:00:00+00:00,,-40.09194444,-7.87944443,462.01,Operative,0-76-0-2609907000W82753,False, 03,INMET,PE
0-2000-0-83364,PADRE RICARDO REMETTER,83364,Traditional,1986-01-01 00:00:00+00:00,,-56.07194443,-15.7761111,140.0,Operative,0-76-0-5107800000W83364,False, 09,INMET,MT
0-2000-0-83033,PALMAS,83033,Traditional,1993-10-08 00:00:00+00:00,,-48.31444444,-10.14777777,267.0,Operative,0-76-0-1721000000W83033,True, 10,INMET,TO
0-2000-0-82992,PALMEIRA DOS INDIOS,82992,Traditional,1928-01-01 00:00:00+00:00,,-36.62027777,-9.42027777,277.98,Operative,0-76-0-2700805000W82992,False, 03,INMET,AL
0-2000-0-82990,PAO DE ACUCAR,82990,Traditional,1927-03-14 00:00:00+00:00,,-37.43083332,-9.74916666,20.86,Operative,0-76-0-2706406000W82990,False, 03,INMET,AL
0-2000-0-83565,PARANAIBA,83565,Traditional,1971-07-07 00:00:00+00:00,,-51.19138888,-19.66361111,429.62,Operative,0-76-0-5006309000W83565,False, 07,INMET,MS
0-2000-0-83737,PASSA QUATRO,83737,Traditional,1912-07-28 23:59:56+00:00,,-44.96694443,-22.38277777,919.55,Operative,0-76-0-3147600000W83737,False, 05,INMET,MG
0-2000-0-83914,PASSO FUNDO,83914,Traditional,1912-07-31 23:59:56+00:00,,-52.41194444,-28.2286111,684.05,Operative,0-76-0-4314100000W83914,False, 08,INMET,RS
0-2000-0-82791,PATOS,82791,Traditional,1975-10-17 00:00:00+00:00,,-37.27388888,-7.05361111,251.65,Operative,0-76-0-2510808000W82791,False, 03,INMET,PB
0-2000-0-82882,PAULISTANA,82882,Traditional,1975-09-22 00:00:00+00:00,,-41.14305555,-8.13222221,376.0,Operative,0-76-0-2207801000W82882,False, 03,INMET,PI
0-2000-0-83393,PEDRA AZUL,83393,Traditional,1918-10-01 00:00:00+00:00,,-41.2811111,-16.00944444,647.97,Operative,0-76-0-3148707000W83393,False, 05,INMET,MG
0-2000-0-82863,PEDRO AFONSO,82863,Traditional,1977-03-04 00:00:00+00:00,,-48.17722221,-8.9686111,189.53,Operative,0-76-0-1716505000W82863,False, 10,INMET,TO
0-2000-0-83228,PEIXE,83228,Traditional,1975-05-01 00:00:00+00:00,,-48.54499999,-12.01527777,252.24,Operative,0-76-0-1716604000W83228,False, 10,INMET,TO
0-2000-0-83985,PELOTAS,83985,Traditional,1926-01-01 00:00:00+00:00,,-52.41666666,-31.78333333,13.0,Operative,0-76-0-4314407000W83985,False, 08,INMET,RS
0-2000-0-82983,PETROLINA,82983,Traditional,1941-01-01 00:00:00+00:00,,-40.52333332,-9.3886111,372.54,Operative,0-76-0-2611101000W82983,False, 03,INMET,PE
0-2000-0-82780,PICOS,82780,Traditional,1923-11-01 00:00:00+00:00,,-41.43499999,-7.08083332,210.07,Operative,0-76-0-2208007000W82780,False, 03,INMET,PI
0-2000-0-83376,PIRENOPOLIS,83376,Traditional,1977-02-17 00:00:00+00:00,,-48.96611111,-15.85472222,766.92,Operative,0-76-0-5217302000W83376,False, 10,INMET,GO
0-2000-0-83967,PORTO ALEGRE,83967,Traditional,1909-12-08 23:59:56+00:00,,-51.17472221,-30.05361111,41.18,Operative,0-76-0-4314902000W83967,True, 08,INMET,RS
0-2000-0-82184,PORTO DE MOZ,82184,Traditional,1928-04-23 00:00:00+00:00,,-52.236186,-1.751055,13.08,Operative,0-76-0-1505908000W82184,False, 02,INMET,PA
0-2000-0-82996,PORTO DE PEDRAS,82996,Traditional,1927-03-14 00:00:00+00:00,,-35.299881,-9.162012,42.21,Operative,0-76-0-2707404000W82996,False, 03,INMET,AL
0-2000-0-83064,PORTO NACIONAL,83064,Traditional,1915-01-01 00:00:00+00:00,,-48.40638888,-10.71083333,243.28,Operative,0-76-0-1718204000W83064,False, 10,INMET,TO
0-2000-0-83332,POSSE,83332,Traditional,1975-08-04 00:00:00+00:00,,-46.36666666,-14.08916666,830.35,Operative,0-76-0-5218300000W83332,False, 10,INMET,GO
0-2000-0-83097,PROPRIA,83097,Traditional,1925-05-10 00:00:00+00:00,,-36.84222221,-10.21388888,18.46,Operative,0-76-0-2805703000W83097,False, 04,INMET,SE
0-2000-0-82586,QUIXERAMOBIM,82586,Traditional,1896-01-01 00:00:00+00:00,,-39.28722221,-5.17305554,227.33,Operative,0-76-0-2311405000W82586,False, 03,INMET,CE
0-2000-0-83738,RESENDE,83738,Traditional,1944-05-22 00:00:00+00:00,,-44.44472221,-22.45111111,439.9,Operative,0-76-0-3304201000W83738,False, 06,INMET,RJ
0-2000-0-83470,RIO VERDE,83470,Traditional,1971-01-01 00:00:00+00:00,,-50.96472222,-17.78527777,780.04,Operative,0-76-0-5218805000W83470,False, 10,INMET,GO
0-2000-0-83441,SALINAS,83441,Traditional,1925-03-05 00:00:00+00:00,,-42.284921,-16.154862,476.07,Operative,0-76-0-3157005000W83441,False, 05,INMET,MG
0-2000-0-83229,SALVADOR (ONDINA),83229,Traditional,1902-12-31 23:59:56+00:00,,-38.50583333,-13.00583333,47.35,Operative,0-76-0-2927408000W83229,True, 04,INMET,BA
0-2000-0-83936,SANTA MARIA,83936,Traditional,1911-12-31 23:59:56+00:00,,-53.72055554,-29.72472221,103.1,Operative,0-76-0-4316907000W83936,False, 08,INMET,RS
0-2000-0-83696,SANTA MARIA MADALENA,83696,Traditional,1921-12-21 00:00:00+00:00,,-42.00305555,-21.96805554,640.0,Operative,0-76-0-3304607000W83696,False, 06,INMET,RJ
0-2000-0-83997,SANTA VITORIA DO PALMAR,83997,Traditional,1912-09-30 23:59:56+00:00,,-53.35027777,-33.53166666,24.01,Operative,0-76-0-4317301000W83997,False, 08,INMET,RS
0-2000-0-83726,SAO CARLOS,83726,Traditional,1939-09-24 00:00:00+00:00,,-47.88388888,-21.98027777,859.77,Operative,0-76-0-3548906000W83726,False, 07,INMET,SP
0-2000-0-82106,SAO GABRIEL DA CACHOEIRA(UAUPES),82106,Traditional,1920-04-01 00:00:00+00:00,,-67.06111111,-0.12527777,79.71,Operative,0-76-0-1303809000W82106,False, 01,INMET,AM
0-2000-0-82689,SAO GONCALO,82689,Traditional,1938-10-08 00:00:00+00:00,,-38.31166666,-6.83583333,237.04,Operative,0-76-0-2516201000W82689,False, 03,INMET,PB
0-2000-0-82879,SAO JOAO DO PIAUI,82879,Traditional,1975-09-30 00:00:00+00:00,,-42.25027777,-8.365,237.02,Operative,0-76-0-2210003000W82879,False, 03,INMET,PI
0-2000-0-83736,SAO LOURENCO,83736,Traditional,1922-02-04 00:00:00+00:00,,-45.04333333,-22.12638888,930.65,Operative,0-76-0-3163706000W83736,False, 05,INMET,MG
0-2000-0-82280,SAO LUIS,82280,Traditional,1924-11-18 00:00:00+00:00,,-44.21361111,-2.52666666,32.58,Operative,0-76-0-2111300000W82280,True, 02,INMET,MA
0-2000-0-83781,SAO PAULO(MIR.de SANTANA),83781,Traditional,1945-12-01 00:00:00+00:00,,-46.61999999,-23.49638888,785.16,Operative,0-76-0-3550308000W83781,True, 07,INMET,SP
0-2000-0-83669,SAO SIMAO,83669,Traditional,1920-01-01 00:00:00+00:00,,-47.57944443,-21.46111111,620.02,Operative,0-76-0-3550902000W83669,False, 07,INMET,SP
0-2000-0-83363,SAO VICENTE,83363,Traditional,1985-11-08 00:00:00+00:00,,-55.41888888,-15.82305554,786.99,Operative,0-76-0-5103403000W83363,False, 09,INMET,MT
0-2000-0-82690,SERIDO (CAICO),82690,Traditional,1995-03-14 00:00:00+00:00,,-37.08499999,-6.46749999,171.26,Operative,0-76-0-2402006000W82690,False, 03,INMET,RN
0-2000-0-83851,SOROCABA,83851,Traditional,1928-01-01 00:00:00+00:00,,-47.42666666,-23.47999999,597.58,Operative,0-76-0-3552205000W83851,False, 07,INMET,SP
0-2000-0-82797,SURUBIM,82797,Traditional,1929-10-01 00:00:00+00:00,,-35.801056,-7.839628,421.44,Operative,0-76-0-2614501000W82797,False, 03,INMET,PE
0-2000-0-83235,TAGUATINGA,83235,Traditional,1915-12-22 00:00:00+00:00,,-46.43833333,-12.40222222,604.88,Operative,0-76-0-1720903000W83235,False, 10,INMET,TO
0-2000-0-82807,TARAUACA,82807,Traditional,1966-06-06 00:00:00+00:00,,-70.7686111,-8.16027777,172.27,Operative,0-76-0-1200609000W82807,False, 01,INMET,AC
0-2000-0-82317,TEFE,82317,Traditional,1929-01-04 00:00:00+00:00,,-64.72527777,-3.38027777,56.0,Operative,0-76-0-1304203000W82317,False, 01,INMET,AM
0-2000-0-82578,TERESINA,82578,Traditional,1911-03-20 23:59:56+00:00,,-42.80138888,-5.03472221,75.73,Operative,0-76-0-2211001000W82578,True, 03,INMET,PI
0-2000-0-83744,TERESOPOLIS,83744,Traditional,1912-12-31 23:59:56+00:00,,-42.97222221,-22.41722221,874.2,Operative,0-76-0-3305802000W83744,False, 06,INMET,RJ
0-2000-0-82145,TRACUATEUA,82145,Traditional,1972-09-08 00:00:00+00:00,,-46.86527777,-1.06361111,24.68,Operative,0-76-0-1508035000W82145,False, 02,INMET,PA
0-2000-0-82361,TUCURUI,82361,Traditional,1970-01-01 00:00:00+00:00,,-49.66666666,-3.76,27.83,Operative,0-76-0-1508100000W82361,False, 02,INMET,PA
0-2000-0-82198,TURIACU,82198,Traditional,1976-07-29 00:00:00+00:00,,-45.37194443,-1.66138888,34.48,Operative,0-76-0-2112407000W82198,False, 02,INMET,MA
0-2000-0-83428,UNAI,83428,Traditional,1976-04-07 00:00:00+00:00,,-46.88944444,-16.36638888,595.59,Operative,0-76-0-3170404000W83428,False, 05,INMET,MG
0-2000-0-83648,VITORIA,83648,Traditional,1923-11-20 00:00:00+00:00,,-40.31694443,-20.31583333,36.2,Operative,0-76-0-3205309000W83648,True, 06,INMET,ES
0-2000-0-83344,VITORIA DA CONQUISTA,83344,Traditional,1936-01-01 00:00:00+00:00,,-40.80138888,-14.88638888,879.47,Operative,0-76-0-2933307000W83344,False, 04,INMET,BA
0-2000-0-82376,ZE DOCA,82376,Traditional,1970-08-25 00:00:00+00:00,,-45.65111111,-3.26916666,46.71,Operative,0-76-0-2114007000W82376,False, 02,INMET,MA
